STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic,Indicator,s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-07,,14.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-08,,15.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-09,,12.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-09,,23.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-10,,26.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-11,,26.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-12,,25.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-01,,20.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-02,,21.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-03,,22.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-04,,15.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-05,,23.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-06,,22.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-07,,19.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-08,,19.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-09,,18.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-10,,17.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-11,,16.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-12,,16.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-01,,16.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-02,,16.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-03,,12.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-04,,4.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-05,,15.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-06,,17.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-07,,14.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-08,,15.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-PT-LY,Price trends over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-09,,12.5,,,,,
